tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
noticed dst coming weekend many iphone user hour late sxsw come sunday morning sxsw iphone,iphone,0
one time feeling android developer meetup saturday sxsw pm sat hilton ab welcome rt might,,1
sxsw austin apple store security guard enjoying new ipad,,1
nice austin apple pop shop time sxsw rt mention p arrived sxsw link,ipad,2
well austin place u get ipad apparently austinwins sxsw,ipad,2
google latina see find pornthis first impression people get u latism sxsw sxswlatam latinasintech,,1
google latina see find pornthis first impression people get u latism sxsw sxswlatam latinasintech,,1
still waiting someone stop new ipad game prize waiting sxsw,ipad,2
tweeting new ipad jealous sxsw wssxsw,ipad,2
who sitting lobby hotel free wifi set new ipad yeah thats sxsw,ipad,2
experimenting crucial google brand say marissa mayer marissagoogle sxsw,,1
live tweeting quotgoogle bing speak ranking begin min doubt theyll say anything useful may interesting sxsw,,1
apple putting store downtown austin sxsw ipad tablet app disrupt cant wait,apple,2
apple setting temporary store austin sxsw attendee get ipad fix link,ipad,2
group texting war heat fast society launch new android app update iphone app link sxsw mobilenews,,1
grouptexting war heat fast society launch new android app update iphone app sxsw link,,1
sxsw sitting mention mention eric google getting ready link,,1
attn mention rt mention apple opening temporary store downtown austin sxsw ipad launch link,,1
dear mention please tell u soon google circle unveiled sxsw thanks,google product service,2
askd mention he sxsw answr rt mention google latina amp u find porn st impression people get u latism,,1
well mention mention apple opening temporary store downtown austin sxsw ipad launch link,apple,2
via mention sxsw google bing smackdown bloody banality link,,1
help mention advance techstars mention link getoutthevote sxsw ipad iphone startup,,1
p mention google throw btchin party shout spazmatics sxsw,google,2
hmm mention broke google circle story morning mention pointing u article link scinfluence sxsw,,1
wow mention developed ipad app k newsapps sxsw,ipad iphone app,2
like mention download freak jet iphone hilarious see im learning new stuff sxsw,ipad iphone app,2
grab mention betainvites sxsw mention new android camera raise valley player bitlyeazgd via mention,android,2
omg mention rumor apple opening temporary store downtown austin sxsw ipad launch link,apple,2
mention marissa mayer google map use mobile sxsw link,google product service,2
mention new ubersocial iphone app store includes uberguide sxsw sponsored mashable link,,1
perception google street view big brother trying transparent data give user control mention sxsw,,1
line mention pop deep line mention crossroad closer big demand liz phair w freecreditscore band sorry ipad sxsw,,1
mom mention quick apply job mention need help identifying bird search sxsw link,,1
cc mention rt mention new ubersocial iphone app store includes uberguide sxsw cont link,,1
mention tell ipad making accessible people site ready poursite sxsw link,ipad,2
live mention sxsw mobile accessibility session room surprise guest charles chen answering question android accesssxsw,,1
sxsw protip iphone keep saying internet connection good signal turn g edge work perfectly,,1
music artist duckett song name another girl instrumental source creative common via ipad sxsw gadget link,,1
google latitude checkins follow foursquare reward sxsw link free googlela googlemarch sxsw,google product service,1
google latitude make big push sxswwill breakthrough year link,google,2
mobile activation mention month android taking huge market share sxswmobileapps sxsw accesssxsw,android,2
robot battle hosted google lego start sxsw link,,1
congrats mention another mention winner ipad case going mission trip sister haiti sxsw cbatsxsw,ipad,2
congrats mention executing mention event guide loaded iphone sxsw sxsw link,ipad iphone app,2
congrats mention getting next level fave ipad game pengairborne dowtimebetweensessions iamagameshater sxsw,,1
congrats mention winning ipad raffled smileyparty check inbox detail sxsw,,1
congrats mention winning last mention ipad case boyfriend aw sxsw cbatsxsw,ipad,2
redcross rt mention afford attend sxsw buy ipad today consider japan earthquake relief,,1
en route austin sxsw ill bet new iphone thats flight,,1
en route austin tx sxsw accompanied fedora instrument weird haircut apple product,,1
san jose austin surrounded apple google peep every tech nerd dream time turn charm find new bff sxsw,google,2
first apple product launch hasnt plagued twitter stream sxsw,apple,1
congrats bernd florian mention launch guguchu ticket terminal iphone app ahead sxsw link,ipad iphone app,2
line buy ipad stretch block getting one today sxsw,,1
start compete bigger guy like google checkins pnid sxsw,google,2
id love get ipad apple store thats popping downtown tomorrow lack patience sxsw douchebaggery,ipad,2
last day get lp austin iphone app free link travel sxsw,,1
thrilled former chief talent officer apple gap mention advisory board link sxsw sxswi innotribe,apple,2
mention temp store th amp congress sxsw attendee excuse walking around ipad austin,ipad,2
memento io app sale sxsw wait one momento let social medium create diary link iphone,,1
contest juan winning last mention commuter case iphone gift card left cbatsxsw sxsw,,1
congrats kenny enjoys spanking new mention case ipad look happy sxsw link,ipad,2
congrats kenny enjoys spanking new mention case ipad look happy sxsw cbatsxsw link,ipad,2
mention launch circle later today sxsw got ta love sxsw one platform everything independent film innovative tech,,1
mention launch quotgroupon living socialtypequot reward sxsw link via mention,,1
mention launch quotgroupon living socialtypequot reward sxsw link mention,,1
mention launch social network called circle possibly today link sxsw via mention interesting jl,,1
gowalla launch quotgroupon living socialtypequot reward sxsw link,,1
starting make google cal sxsw really excited see mention mention mention mention,,1
guy next carefully studying quotbest party sxsw quot spreadsheet made ipad ipad nb,,1
mention open temporary store sxsw link use mention sxsw,,1
early purchase ipad awesome sweepstakes giveaway game sxsw detail coming soon,ipad,2
yet see someone pc dell otherwise sxsw apple macbook pro ipadssxsw,apple,2
mention sell ipad sxsw attendee worked sold,ipad,2
line apple ipad popup store th amp congress warp around th st sxsw link,,1
got google party speakeasy free drink food coming sxsw,,1
congrats va client discovr kicking taking name link hottest music app sxsw link,,1
planning wait ipad sxsw apple store get infektd might player crowd link,ipad,2
ser cierto rt mention google launch major new social network called circle possibly today rwwtofbcet sxsw,,1
iphone autocorrects quotsxswquot quotscarquot foreshadowing sxsw,,1
released today mention spin play spin magazine ipad app download st issue free link sxsw,,1
quottattoo ipadquot chalked pavement mean sxsw applefanatic,ipad,2
im rt mention bettercloud sxsw presenter amp austin native john wiley happens chief engineer behind google search,,1
ipod rt mention new ubersocial iphone app store includes uberguide sxsw cont link,,1
sxsw toolkit laptopcharger iphone ho bike amp shade im walking apple ad touch rei whats sxswtoolkit,apple,2
cnet story apple schooling social marketing exec sxsw popup ipad launch link,,1
totally makeshift apple store downtown sxsw,,1
mention totally digging new foursquare iphone time sxsw crap rematch austin big omaha,ipad iphone app,2
mention totally mean number company seemed offering thing sxsw sad apple beat give guy,apple,2
quottouching story designing magazine ipad touchingstories tbwasxsw sxsw,,1
google hotpot quotnot good service force anywaysquot sxsw,google product service,0
google hotpot activity map week austin tx sxsw suxsw link,,1
google hotpot sxsw instant rating amp review via place social sharing etc yelp killer,,1
google hotpot brings netflixstyle functionality place result yelp personality bettersearch sxsw,,1
google hotpot demo sxsw seems whole lot like yelp innovate left outa game show heat map link,,1
google hotpot anyone used sxsw,,1
google hotpot new app let people rate guess logical business progression marissagoogle sxsw,google product service,2
google hotpot rate restaurant get personalized recos eat um think foursquare yelp etc covered already sxsw,google product service,2
google hotpot yelp killer impressive integration personalized recommendation really fast mention sxsw,google product service,2
straight day ipad sxsw welcome change flip fashion mag printisnotdead digitalblasphemy,,1
look transit info u canada gtfs citygoround transit developer google group sxsw transitapps,,1
sxsw metricsdrivendesign wrote response exactly regard speaker google reference uidesignguidecom search blog response,,1
sound intriguing rt mention lot chatter around google new social network circle sxsw kek,google product service,2
crowd control apple pop sxsw link,,1
dont distrub circle rt mention launching product sxsw dancing today link,,1
industry party gsdm google grand affair sxsw,google,2
got lost trying fond apple store austin mention instead sxsw,,1
ipad thing addition place print mention cut sxsw b newsapps panel,ipad,2
apple rent retail space downtown austin sxsw link must avoid block radius tomorrow via mention,apple,1
ipad get temporary apple store sxsw link apple applestore ipad sxsw verizon,,1
apple set temporary store ipad link im lil jealous sxsw mention mention mention,ipad,2
first shot wipad sxsw link,,1
sxsw letshookup mention quotwe want google nonprofitsquot,,1
attending sxsw want explore austin check mention austin link via mention,,1
perfect attention detail rt mention google recreated code pacman doodle original bug included sxsw googledoodles,google,0
whats better sweet new ipad time sxsw,ipad,2
design pattern user engagement sxsw im interested hear google say subject sxsw makinggamesbetter,,1
iphone battery die nooooooooooooooo sxsw,,1
iphone battery going quickly guy behind let borrow portable charger want one link sxsw,iphone,0
louis vuitton iphone app called amble digitalluxury sxsw,,1
stuck inthat long line apple store come check u next block across driskill apple sxsw wam,,1
stumbling around lost sxsw stay contact group mention iphone application link,ipad iphone app,2
stupid sxsw find mac game link via ipad amp link,,1
stupid find sxsw mac link special price game mac,,1
startup need android developer sxsw,,1
future tablet buyer say theyll choose apple ipad see popup store sxsw link,ipad,2
sxsw featured artist playlist available free link via mention free music,,1
internet tv coming google tv dvrs xbox train isnt stopping barry diller sxsw,,1
ok sxsw tweeps flight one freak im going reading book real one ipad kindle paper analog,,1
mention tweeted rt mention best thing ive heard weekend sxsw quoti gave ipad money japan relief dont need,,1
im livetweeting sxsw mention rt mention user drive b mile year google map navigation jr,,1
im retweeting chance added spreadsheet sxsw link,,1
watching twit live sxsw want go next year also want ipad im content wait awhile always buy technology late anyway,ipad,2
need twitter app recommendation new ipad thought sxsw,,1
nice twitter lwr boom api devs undr covr japan tsunami earthquake sxsw wisconsin libya link,,1
wow twitter look google rt mention honor mention everyone twitter sxsw,,1
google two main seo factor topicality site authority via mention sxsw,,1
sxsw party calendar gcal link,,1
block party capitalism ballroom f sxsw went google thing last session first choice full,,1
sxsw party podcasts link mention mention mention mention iampaintedface hutn,,1
sxsw party rule dont slip piss drop iphone urinal true story either promise,,1
sxsw party time mention mention thanks mention,,1
new mike tyson game coming iphone link iphone sxsw videogames tyson art cartoon,,1
hi accidentally took ipad techi set pepsicostage would please return sxsw link,,1
mention u line rt mention line apple popup store austin open pm sxsw link,,1
know google party find samsung galaxy tab sxsw link,,1
nice people going sxsw fun check twit twig mention mention mention android podcasters,,1
use map mayer google map usage mobile r million mobile user link via mention sxsw,,1
hey youre sxsw try early iphoneandroid beta hitchery let u know think link,,1
highly doubt mention announce new social effort sxsw todaydoes seem style greatly look forward seeing,,1
casualeducationgames sxsw proposal download update textbook good news apple,,1
couch ipad propped gut full breakfast taco dangerous position inertia whats happening tonight sxsw friend,ipad,1
sxsw touchingstories great presentation future digital magazine link,,1
wow suck link ipad sxsw rebecca black fab,ipad,0
kid ducked exposing chaneva tattoo small back ipad flew right sxsw,,1
audience asks mention favorite nongoogle product amp say really love swiss omega watch sxsw,,1
never thought id sitting floor austin convention center thats best place plug iphone charger sxsw,,1
apple brought employee store texas staff popup store sxsw,,1
apple brought touch ui mass im listening microsoft guy talk sxsw,,1
npr fan built first iphone app affiliated npr firefighter coder sxsw,,1
grateful twitterstream mostly full empathy concern event ipad sxsw,,1
google could search engine google instead useful information savebrands sxsw,google,2
google would great partner u say mention looking distribution better product sxsw,google,2
wish could go mention head link pm cst today win vip access acoustic solo set sxsw tonight,,1
mention ummm u dinosaur sxsw question u dinosaur shark ninja pirate google party like,,1
google rumored unveil new social network circle today sxsw link,,1
cnn launch quottv everywherequot service mobile google tv computer link sxsw,,1
cnn launch quottv everywherequot service mobile google tv computer link sxsw via mention,,1
google launch route around traffic offer option keep traffic save yr worth timeevery day sxsw,google,2
google launching new social network today sxsw link,,1
google launching new social network called cicles sxsw today link,,1
google launching secret new social network called quotcirclesquot link sxsw,,1
google launching secret new social network called quotcirclesquot sxsw,,1
google launching social network quotgoogle circlesquot mention sxsw,,1
found bbq sauce ipad tech texas really come together sxsw,ipad,2
line around block new ipad austin sxsw one lucky recipient link,ipad,2
route around traffic google map save user year worth timeeveryday sxsw,google product service,2
route around traffic google map feature saving user year time every day sxsw holytrafficjams,google product service,2
ungrateful bc much shit play turn shit iphone sxsw,iphone,0
kind funnysad ipad release line longer party line saw sxsw last night sheeple,ipad,2
google quotchallenge stay true originally built big amp successful brand experimentation amp moving fast sxsw link,,1
google quotchina middle eastquot mention sxsw,,1
im quotdesigning ipad interface new navigation schemaquot acc heading quotfuture touchquot panel track mind sxsw sxswlib,,1
google quotproduct gatekeeperquot marissa mayer locationbased quotfast fun futurequot link ht mention sxsw,,1
nu bij quottouching story designing digital magazine ipadquot sxsw sxswnl,,1
picked quotmophiequot iphone charge case sxsw tradeshow doubt ill use time great long day,apple product service,2
picked white ipad today apple store sxsw,ipad,2
messed didnt bring iphone charger anyone got one could borrow min sxsw,,1
prepping sxsw aka quotnerds gone wildquot here list party thanks mention link,,1
apple popup store sxsw link,,1
apple popup store austin link sxsw,,1
apple popup store still constuction thats keeping line people standing line sxsw,,1
apple popup store line still circle block sxsw,,1
apple popup store sxsw mention apple store sxsw link photo,apple,1
ipad pop longest line sxswi amp kanyes vevo show mention sxsw link link,,1
catching mention hotel room day sxsw also tweeting new ipad,ipad,2
best pickupline sxsw iphone charger,,1
another super smart move apple link temporary store sxsw apple sxsw,apple,2
sxsw groupme say going global first add new social feature link android iphone sm stevemartocci sxsw,,1
stumbled upon sxswapis googlebing session full terrific far sxsw,,1
interrupt regularly scheduled sxsw geek programming big news link google circle,,1
interrupt regularlyscheduled sxsw geek programming big news link mention google circle,,1
record sxsw experience iphone link,,1
whats take ipad mention really want checkins sxsw,ipad,2
nice gesture lonelyplanet make austin guide iphone free sxsw link,ipad iphone app,2
pressure ahem excuse buy mount rt mention ipad musthave gadget sxsw link via mention,ipad,2
sxsw future program google tv ipad apps connected tv experience link,,1
im sure care first guy get ipad sxsw unless post,,1
journal iphone rt mention momento sale sxsw grab p link,iphone,2
within hour buying ipad glenda watson hyatt cerebral palsy able communicate stranger public sxsw poursite,,1
packed house sxsw session quotqampa w google amp bing website rankingquot w mention mention hilton salon j link,,1
packed housego lynn designing ipad interface new navigation schema sxsw uxdes link,ipad,2
full house apparently people care google ranking synthetic life tsk tsk people qagb sxsw,,1
mention used mention mention ipad app example good navigation sxsw link via mentionn,ipad iphone app,2
android user favorite mobile app something new snazzy sxsw let know thanks,,1
mention us google chrome developer tool point javascript console extensive api killerhack sxsw,,1
next discussion cellbots unofficial google platform control brain cellphone gsdm sxsw connect cloud,,1
someone held ipad giant like love sxsw,ipad,2
wife tried call att iphone att say number working sxsw taking att network nationwide,iphone,1
leaving austin sort want cry always remember week adelefiona apple mix solace startupbus sxsw,,1
helpful austin relay user imparted useful recon info sxsw apple store location thanks phil link,,1
cruisin austin checked venue tomorrow night saw looong apple ipad line sxsw,,1
apple customer service top notch theyve even got guy hanging line giving inventory update nice sxsw,apple,2
stellar customer service apple store wish every purchase smooth sxsw,apple,2
yup showusyouricrazy rt mention apple popup store mention sxsw day ipad release could b genius move mktg history,apple,2
heard apple popup store downtown austin pic already gowalla link sxsw ipad,,1
hanging convention center mention mention find u win free ipad beiber sxsw,,1
hanging hilton lobby downtown austin stop say hi check android controller sonos sxsw,,1
best put ipad control top screen bottom may sink belly tapworthy sxsw,,1
plucked end taxi line stranger mention lift airport rental car payitforward sxsw,,1
missing sxsw catch piece action street cam link sxswi stream ipad,,1
geeking youtube apis sxsw mention google teaching theatre link,,1
heading googleaclueff party yep google throwing back reliving old time fun sxsw,google,2
hanging mention mention google industry partygood crowd sxsw,,1
hanging mention connecting mention ipad sxsw link,,1
geeking rt mention havent waited line apple product youre missing important rite passage sxsw,apple,2
google route around traffic saving driver year time per day finding best route sxsw,google product service,2
google routearound traffic pretty sweet routearound saving user year day efficient time environment sxsw,google product service,2
c precaution link code valid p infektd sxsw cvdc,,1
waiting outside sxsw apple store ipad woohoo,ipad,2
ben benieuwd rt mention interrupt regularly scheduled sxsw geek programming big news link google circle,google product service,2
ipad ux quotthe message mediumquot globalmoxie sxsw,,1
need buy ipad im austin sxsw sure ill need q austin apple store,ipad,2
haha guy asking marissagoogle google interview question sxsw,,1
hey usguys sxsw let u know think new google circle social medium platform usxsw,,1
twitter buzz apple store link rt mention temporary apple store open mention th amp congress tomorrow ipad sxsw,,1
google dev panel indicates android screen reader work widget native ui web view browser sxsw,android,2
mention v sxsw go iphoneipad app live better update amp schedule sync would love know think link,ipad iphone app,2
valuable device sxsw far apple ipod iphone charger,apple product service,2
oh elevator vimeo iphone app submitted store smart upload continue left service drop li sxsw video,,1
user drive billion mile year google map navigation link via mention sxsw,,1
user drive b mile year google map navigation jr sxsw,google product service,2
ipad upgrade newest io yet tweetdeck unstable nten ntc sxsw sxswi,ipad,0
anyone suggestion getting tmobile prepaid data work iphone phonetxt working sxsw,,1
fuck love austin left youtube google party maggie maes fun time got youtube tube sock lol sxsw austin,google,2
genius move apple open temp store downtown austin sxsw link via mention ipad,apple,2
meetingwave iphone apps new version link submitting android week sxsw free downloads please retweet,,1
youll wait week ipad appleatxdt popup shipment daily via mention sxsw,ipad,0
ipad live unboxing front sxsw apple store video link,,1
ipad giveaway fullforce person friend hisher city end sxsw win hint strong email list work well sxswi,ipad,2
arrived havent seen single person without iphone att better ready sxsw,,1
google unveiled new data visualization tool open source based gapminder bavcid sxsw pic link,,1
google developer hackathon mention discussion web font google get font request day sxsw gsdm googlecomwebfonts,,1
even get sxsw without iphone,,1
havent already download free sxsw music sampler itunes link itunes link good,apple product service,2
havent waited line apple product youre missing important rite passage sxsw,apple,2
thank heaven nice traveler got iphone charger another delayed mention passenger sxsw,iphone,2
eventful dayearthquake tsunami ipad plus sxsw link,,1
ever got high buying product probably apple queue line thats normal sxsw link,,1
ok im sxsw im garage band ipad notice stunned sxsw,,1
heading ballroom b mom ipaddesigning boomer sxsw,,1
bounced catch google marissa mayer speak always admired intelligent classy successful girlcrush sxsw,google,2
heading mention shortly record video popup apple store southby expecting big ipad sale sxsw,ipad,2
network overload google launch major new social network called circle today link sxsw via mention mention,,1
totally overshadowing sxsw apple win rt mention ipad arrives tomorrow pm,apple,2
funny xd funny xd link rebecca black dionne warwick sxsw ipad,,1
everyone using keep track plan sxsw regular google calendar need guidance,,1
morning everyone ipad giveaway sxsw close v shortly need sign link enter go,,1
porting everything new ipad head sxsw sunday syncing k song take apple,ipad,2
mention via mention apple store downtown austin open til midnight sxsw,,1
google via mention denies launching circle sxsw hope fare better wave buzz come,,1
here view inside link rt mention apple popup store sxsw link,,1
interview w marissa mayer sxsw google working larry different working eric link,,1
navigate cabbie google map native geek sxsw,,1
giving away ipad sxsw mapper entry amazingly easy detail link,ipad,2
giving away ipad kick time sxsw visit blog info link,,1
giving away ipad kick time sxsw visit fb page info link,ipad,2
really loving marissa mayer presentation mobile google sxsw,,1
google giving social another go link google circle let see guy sxsw make,,1
photo saving ipad sxsw style hpsxsw taken instagram link,ipad,2
got craving sxsw mind created app foodspotting link iphone apps,ipad iphone app,2
rescuing virtual robot daily life iphone envisioning day last tv broadcast thats morning sxsw,iphone,2
website visited google microsoft facebook yahoo wikimedia mention diversity sxsw,,1
got vmware talent community ipad app rockin signing talented professional tonight find sxsw link,ipad iphone app,2
avoid long line amp jam packed party sxsw hurricane party new iphone app link smm geo marketing,,1
protip avoid austinarea apple store friday sxsw,apple,0
aunty voxpop popular sxsw apps worth watch link many android phone view,android,0
ogilvy sydney sxsw podcast ep many hashtags ausxsw link,,1
ogilvy au sxsw podcast channel open bizness itunes subscribe daily update link,,1
cheese ftw link unlv pearl harbor sxsw ipad,,1
loving new mention iphone w sxsw channel mention,iphone,2
need android loving volunteer sxsw,android,2
love sxsw alt universe everyone us apple product mention fastest way reach someone,apple,2
full sxsw touchingstories presentation link,,1
dont know user rt mention us google tv room nobody raise hand packed room socialviewing session sxsw,google product service,0
saw blind guy iphone sxsw,,1
hey sxsw attendee summon town car party hopping iphone mention nothing short magic link,,1
sxsw awesomeness apple opening temporary store downtown austin sxsw ipad launch link,apple,2
free sxsw cd download various artist sxsw featured artist link itunes,,1
took day unplugged visit family anyone sxsw highlight google reader bursting seam,,1
fsw sxsw wanted know spec parsing ajax link link,,1
quotsxsw go available iphone ipad android blackberry coming soon window phone quot presented hp wait sxsw webos,,1
dear sxsw goer please look fucking iphone walking hall thanks hipster hilarious,iphone,0
sxsw grateful bicycle backup twitter app cursing losing hour zzzs iphone battery life,iphone,0
photo im spending sat night sxsw chatting husband skype iphone coffee link,,1
dear sxsw iphone app suck year sitbyus great doesnt include film session,ipad iphone app,0
wow sxsw big apple attending bringing along temporary store link,apple,2
woah sxsw buzz word wake google work imanaussie,,1
free sxsw lemonade stand iphone android wp two day startupbus link link,,1
wonder many ipads theyll sell tomorrow rt mention apple opening pop store sxsw link,,1
wonder many sold sxsw ipad sold went new buyer report link,,1
free sxsw music sampler itunes includes mention barton hollow open itunes link,apple product service,2
hmma slew iphone app update inc sq past day mean one thing sxsw soon,,1
hey sxsw peep go hang w burner link burnbq panamerican park pm link cc mention,,1
geez sxsw people eating another line outside apple store ipad austin link,ipad,I can't tell
free sxsw playlist enjoy link,,1
dear sxsw new rule google b twtng also add film gt replace locatn locatn w contxt cntxt cntxt,,1
dang sxsw rumor rt mention false alarm google circle coming probably ever allthingsd link,,1
next sxsw session agency need think like software company panel google amp barbarian group,,1
saw someone filming sxsw trade show floor w teeny hand held steady cam iphone jealous,iphone,2
free sxsw streamsdownloads via new free winamp app android market direct link app download market link,android app,2
love macpc ratio like ipadperson ratio like threequarters one sxsw seriously ton ipads,ipad,2
apple know target audience popup shop mention sxsw sell ipad launch day sxsw apple,apple,2
next sxsw heading designing ipad apps baby boomer wish apps dont yet tg,,1
dont know band see sxsw festival explorer austin edition help decide link,,1
wan na know fast cellular signal sxsw get coverage austin io free detailed map link,,1
wan na know get lunch sxsw without waiting min ask around saved lot time link,,1
whats new blogger link blogging blogger google sxsw,,1
free sxsw featured artist playlist itunes link freemusic,,1
hipster w oversized earphone pluged new ipad make happy texas loose gun law sxsw,,1
cant wait give ipad someone sxsw want head wwwpepjobsupc enter must present win,ipad,1
tired waiting line mention store best buy austin announces ipad sale today sxswinfo sxsw,,1
mention wan na sign beta link sxsw hhrs,,1
case wan na stalk google austinjs rocksauce shang accomplish thing sxsw,,1
lightbox want android new camera raise million valley player bitlyeazgd sxsw betainvites,,1
location war heating austin google latitude launching checkin offer quotmayorshipsquot link sxsw,,1
popup store austin sold nothing iphone battery extenders would make much money sxsw,iphone,0
ever doubt influence apple innovation community look sxsw ipads iphones everywhere,apple,2
wish austin free ipad sxsw,ipad,2
mention chatting someone proliferation ipad sxsw like ipad reunion,,1
mashable talk line taker many spent better part ipad sxsw gadget link,,1
line long day im curious anyway p sxsw mention apple store sxsw w others link,,1
mention sxsw ipad talk along line ipad talk idev basically different content,,1
watch quotsomething venturedquot documentary entrepreneur behind apple intel cisco amp atari filmakers attendence sxsw,,1
way truly understand material making thing jonathan ive apple vp design sxsw,,1
sxsw crowd austin swarm ipad launch link via mention sadly wasnt one,ipad,2
sxsw crowd austin swarm ipad launch link via mention sadly wasnt one via mention,ipad,2
sxsw crowd swarm ipad launch link via mention sxsw apple,ipad,2
sxsw crowd swarm ipad launch mention link,ipad,2
sxsw crowd swarm ipad launch link via mention,ipad,2
sxsw crowd swarm ipad launch link via mention,ipad,2
looking fwd ipad dj mention mention dark party tonight great first day sxsw link,ipad,2
sxsw crowd ipad launch cnn link sxsw,,1
mention actually giving away free taplynx iphone ipad app licence away sxsw bitlypushsxsw check u,,1
mention line apple popup store sxsw less people line pm score,,1
mention working towards android wont ready sxsw thanks interest,,1
mention offer apple tinfoil sxsw,,1
mention right track rt mention clever apple set open popup shop core sxsw action link,apple,2
crowley growing foursquare competitor facebook amp google checkins sxsw ketchsx,,1
readwriteweb reporting google might launch new social network sxsw today link,,1
sxsw tweeted fast appears google may preview today circle new social endeavor,google,2
ill tweeting sxsw session im going first young entrepreneur marissa mayer google mention wordpress,,1
mention welcome enjoy sxsw ride anywhere austin dwnld groundlink applink booth,,1
mention well sxsw ipad commercial want minimize wear tear laptop,,1
mention well hear someone gon na setup pop apple store sxsw oh waitthat wasnt fruit,,1
mention well put totally agree apple sxsw,,1
mention well hope make easier find little android want say hi sxsw,android,2
wish went sxsw got covered day recap link coynes mention mention,,1
wish sxsw wish ipad said,ipad,2
ummmmawesome party rt djroe apple store downtown austin open til midnight sxsw,apple,2
awesome got ipad sxsw link via mention,,1
mention chance theyll booth selling new ipad sxsw,ipad,2
mention think google presentation nice see retail peep sxsw,google,2
mention optimal way access lanyrd account iphone sxsw,,1
mention size get got apple pop store opened sxsw,,1
mention guy kawasaki former apple evangelist wanw sxsw,,1
mention whats going sxsw today share photo video ireport link cnn iphone app,ipad iphone app,2
friend whats going sxsw today share photo video mention link cnn iphone app,,1
deciding release product art science mention mention sxsw,,1
mention temp apple store sxsw,,1
mention wheres apple sxsw setup anyone get,,1
mention say ipad going ubiquitous lot faster anyone expected year even mo ago newsapps sxsw,ipad,1
debating laptop take sxsw id rather taking ipad firstworldproblems,ipad,2
black white ipad sxsw ipad,,1
see white ipad rt mention know mention apartment sxsw look like need wire link,ipad,2
mention said wont able get ipad sxsw apple opening popup store austin sxsw link,ipad,2
curious google surprised usage delete button gmail mobile app sxswdad sxsw,,1
mention google sxsw austin texas thats,,1
post sxswi day bpm mention sxsw link surprised run two bpm folk popup apple store,,1
sxswi rt mention google say future location location location link sxsw cnn,,1
livetapp raffling ipad sxsw checkin tweet sxsw show youll entered win music reward,ipad,2
mention get android update byfor sxsw least alpha need tester,,1
time switch mention iphone zip sxsw chatter,,1
chilling mention big hair station google party maggie may sxsw link,,1
partying android mention sxsw mention lustre pearl link,,1
sxsw thirsty gadget using mention charge anywhere iphone happy share juice,iphone,2
sxsw iphone use free ispyart app send photo artallaround mention link,,1
jonathan zaggle showed u cool free texting app iphone called zms mention sxsw,ipad iphone app,2
current twitter feed devastation japan partiespanels sxsw ipad mention artifact recollection five year ago,,1
get owle bubo iphone coupon use code sbsw sxsw sxswfilm sxswi almedia,,1
anyone sxsw wan na bring back window foam link microsoft,,1
walkin street mention navigating via google im tweeting random guy yelping welcome sxsw,google,2
google arwords arsense anyone arsxsw sxsw darknet,,1
mention worked mention create opensource fill gap needed locationbased application use nosql db model sxsw,,1
umm would mention mention keep winning shit thanks mention killer ipad case sxsw,apple product service,2
yourmom would prob say designing ipad apps u sxsw,,1
mention wow gold gym underneath apple store kind nutshell right sxsw,,1
mention wow came google result perma w sxsw,,1
clearly wpdev mobile smackdown v iphone android iron dev sxsw kudos mention,,1
ipad news apps popular kid link thedaily terrible concept anyway sxsw,ipad iphone app,0
video show guy hacking time sq billboard w iphone real link sxsw,,1
z news good news link code valid p infektd sxsw zlf,,1
socialnews rt mention facebook breathe sigh relief google kill plan google circle link sxsw,,1
apple know game theyre sxsw bring ipad people link,ipad,2
apple know influencers apple set open popup shop core sxsw action sell ipad sxsw link,,1
client news mention release quotdope melody amp heavy bassquot amp invades sxsw gt link,,1
browser u prefer internet explorer google chrome sway link via mention ie sxsw,,1
join lenewz fo free donut massage sxsw trade show booth behind google,,1
link thx mention mention portable charger ready sxsw swag android,,1
leaving excellent panel mention writing compelling content android dev meetup sxsw,,1
getting excited present spark team android choice award sxsw door open min mention lustre pearl youre come cheer u,,1
sxsw uxdes check designing ipad interface new navigation schema sxsw link,,1
hmmmtaxi magic iphone appear magic austin sxsw,ipad iphone app,0
great xml visualization skier using google location data sxsw,google product service,2
festivalexplorer iphone app finally solves sxsw link music musica musiek musique musik app sxsw,ipad iphone app,2
preso lexpress pas per city dark e road nowhere visto il primo ipad quotin wildquot e os panel con il cast di source code sxsw,,1
apple sxsw quotpopupquot store smart marketing link,apple,2
sxsw android meet hilton,,1
sxsw apple store atx link,,1
sxsw even start apple captured attention whole show win must taking lesson sheen fb,apple,2
new sxsw film year folk sitting line reading script ipad,,1
link sxsw google going social,,1
sxsw google bloggersketchup party mention unexpectedly quiet compared last night,,1
austin sxsw ipad line block long line enjoying spectacle link,,1
cloud sxsw keep personal stuff corp ipad way people take care asset,,1
follow sxsw taptuquotapple ipad line sxsw hd videoquot link shared taptu,,1
sxsw line ipad feel like disgrace geek everywhere home working mention instead startup,,1
ipad sxsw people mention brilliant spider secret bryce manor cent right buy link,ipad iphone app,2
ipad sxsw popup store mention apple store sxsw w mention pic link,,1
japan sxsw put collective entrepreneurial social mind ipad together something japan,,1
pdx sxsw tomorrow drop note youll tmsxsw apple popup retail store epicenter madness,apple,2
